Campaign,Ad Group,Status,Campaign Type,Sub Type,Networks,Search Partners,Display Network,Targeting,Ad Schedule,Budget,Labels,Campaign Bid Strategy Type,Ad Group Bid Strategy Type,Ad Group Bid Strategy Name,Target CPA,Max CPC,Enhanced CPC,EU Political Content,Keywords,Criterion Type,Final URL,Geographic Targeting,City Targeting,ZIP Code Targeting,Regional Targeting,Service Category,Priority Level,Conversion Actions,Ad Group Labels
wrights_broward_search,fort_lauderdale_commercial_search,Enabled,,,,,,,,,,,,,,,,,impact commercial fort lauderdale near me,Exact,https://wrightsimpact.com/contact,"Fort Lauderdale, FL","Fort Lauderdale, FL","33301,33304,33305,33308,33309,33311,33312,33315,33316,33317,33321,33322,33324,33326,33328,33334,33351","Broward County, FL",,,,
wrights_broward_search,pompano_beach_windows_search,Disabled,,,,,,,,,,,Target CPA,Target CPA - Impact Windows,45.00,,Disabled,,,,,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",Impact Windows,High,Website Quotes + Phone Calls,Broward|Pompano Beach|Impact Windows|High
wrights_broward_search,pompano_beach_windows_search,Enabled,,,,,,,,,,,,,,,,,impact windows pompano beach near me,Exact,https://wrightsimpact.com/contact,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",,,,
wrights_broward_search,pompano_beach_doors_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Impact Doors,,,Disabled,,,,,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",Impact Doors,High,Website Quotes + Phone Calls,Broward|Pompano Beach|Impact Doors|High
wrights_broward_search,pompano_beach_doors_search,Enabled,,,,,,,,,,,,,,,,,impact doors pompano beach near me,Exact,https://wrightsimpact.com/contact,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",,,,
wrights_broward_search,pompano_beach_hurricane_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Hurricane Protection,3.00,3.00,Disabled,,,,,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Pompano Beach|Hurricane Protection|Medium
wrights_broward_search,pompano_beach_hurricane_search,Enabled,,,,,,,,,,,,,,,,,impact hurricane pompano beach near me,Exact,https://wrightsimpact.com/contact,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",,,,
wrights_broward_search,pompano_beach_energy_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Energy Efficiency,,,Disabled,,,,,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Pompano Beach|Energy Efficiency|Medium
wrights_broward_search,pompano_beach_energy_search,Enabled,,,,,,,,,,,,,,,,,impact energy pompano beach near me,Exact,https://wrightsimpact.com/contact,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",,,,
wrights_broward_search,pompano_beach_commercial_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Commercial Solutions,3.00,3.00,Disabled,,,,,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Pompano Beach|Commercial Solutions|Low
wrights_broward_search,pompano_beach_commercial_search,Enabled,,,,,,,,,,,,,,,,,impact commercial pompano beach near me,Exact,https://wrightsimpact.com/contact,"Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",,,,
wrights_broward_search,hollywood_windows_search,Disabled,,,,,,,,,,,Target CPA,Target CPA - Impact Windows,45.00,,Disabled,,,,,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",Impact Windows,High,Website Quotes + Phone Calls,Broward|Hollywood|Impact Windows|High
wrights_broward_search,hollywood_windows_search,Enabled,,,,,,,,,,,,,,,,,impact windows hollywood near me,Exact,https://wrightsimpact.com/contact,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",,,,
wrights_broward_search,hollywood_doors_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Impact Doors,,,Disabled,,,,,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",Impact Doors,High,Website Quotes + Phone Calls,Broward|Hollywood|Impact Doors|High
wrights_broward_search,hollywood_doors_search,Enabled,,,,,,,,,,,,,,,,,impact doors hollywood near me,Exact,https://wrightsimpact.com/contact,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",,,,
wrights_broward_search,hollywood_hurricane_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Hurricane Protection,3.00,3.00,Disabled,,,,,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Hollywood|Hurricane Protection|Medium
wrights_broward_search,hollywood_hurricane_search,Enabled,,,,,,,,,,,,,,,,,impact hurricane hollywood near me,Exact,https://wrightsimpact.com/contact,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",,,,
wrights_broward_search,hollywood_energy_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Energy Efficiency,,,Disabled,,,,,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Hollywood|Energy Efficiency|Medium
wrights_broward_search,hollywood_energy_search,Enabled,,,,,,,,,,,,,,,,,impact energy hollywood near me,Exact,https://wrightsimpact.com/contact,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",,,,
wrights_broward_search,hollywood_commercial_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Commercial Solutions,3.00,3.00,Disabled,,,,,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Hollywood|Commercial Solutions|Low
wrights_broward_search,hollywood_commercial_search,Enabled,,,,,,,,,,,,,,,,,impact commercial hollywood near me,Exact,https://wrightsimpact.com/contact,"Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",,,,
wrights_broward_search,coral_springs_windows_search,Disabled,,,,,,,,,,,Target CPA,Target CPA - Impact Windows,45.00,,Disabled,,,,,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",Impact Windows,High,Website Quotes + Phone Calls,Broward|Coral Springs|Impact Windows|High
wrights_broward_search,coral_springs_windows_search,Enabled,,,,,,,,,,,,,,,,,impact windows coral springs near me,Exact,https://wrightsimpact.com/contact,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",,,,
wrights_broward_search,coral_springs_doors_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Impact Doors,,,Disabled,,,,,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",Impact Doors,High,Website Quotes + Phone Calls,Broward|Coral Springs|Impact Doors|High
wrights_broward_search,coral_springs_doors_search,Enabled,,,,,,,,,,,,,,,,,impact doors coral springs near me,Exact,https://wrightsimpact.com/contact,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",,,,
wrights_broward_search,coral_springs_hurricane_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Hurricane Protection,3.00,3.00,Disabled,,,,,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Coral Springs|Hurricane Protection|Medium
wrights_broward_search,coral_springs_hurricane_search,Enabled,,,,,,,,,,,,,,,,,impact hurricane coral springs near me,Exact,https://wrightsimpact.com/contact,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",,,,
wrights_broward_search,coral_springs_energy_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Energy Efficiency,,,Disabled,,,,,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Coral Springs|Energy Efficiency|Medium
wrights_broward_search,coral_springs_energy_search,Enabled,,,,,,,,,,,,,,,,,impact energy coral springs near me,Exact,https://wrightsimpact.com/contact,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",,,,
wrights_broward_search,coral_springs_commercial_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Commercial Solutions,3.00,3.00,Disabled,,,,,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Coral Springs|Commercial Solutions|Low
wrights_broward_search,coral_springs_commercial_search,Enabled,,,,,,,,,,,,,,,,,impact commercial coral springs near me,Exact,https://wrightsimpact.com/contact,"Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",,,,
wrights_broward_search,pembroke_pines_windows_search,Disabled,,,,,,,,,,,Target CPA,Target CPA - Impact Windows,45.00,,Disabled,,,,,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",Impact Windows,High,Website Quotes + Phone Calls,Broward|Pembroke Pines|Impact Windows|High
wrights_broward_search,pembroke_pines_windows_search,Enabled,,,,,,,,,,,,,,,,,impact windows pembroke pines near me,Exact,https://wrightsimpact.com/contact,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",,,,
wrights_broward_search,pembroke_pines_doors_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Impact Doors,,,Disabled,,,,,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",Impact Doors,High,Website Quotes + Phone Calls,Broward|Pembroke Pines|Impact Doors|High
wrights_broward_search,pembroke_pines_doors_search,Enabled,,,,,,,,,,,,,,,,,impact doors pembroke pines near me,Exact,https://wrightsimpact.com/contact,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",,,,
wrights_broward_search,pembroke_pines_hurricane_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Hurricane Protection,3.00,3.00,Disabled,,,,,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Pembroke Pines|Hurricane Protection|Medium
wrights_broward_search,pembroke_pines_hurricane_search,Enabled,,,,,,,,,,,,,,,,,impact hurricane pembroke pines near me,Exact,https://wrightsimpact.com/contact,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",,,,
wrights_broward_search,pembroke_pines_energy_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Energy Efficiency,,,Disabled,,,,,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Pembroke Pines|Energy Efficiency|Medium
wrights_broward_search,pembroke_pines_energy_search,Enabled,,,,,,,,,,,,,,,,,impact energy pembroke pines near me,Exact,https://wrightsimpact.com/contact,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",,,,
wrights_broward_search,pembroke_pines_commercial_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Commercial Solutions,3.00,3.00,Disabled,,,,,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Pembroke Pines|Commercial Solutions|Low
wrights_broward_search,pembroke_pines_commercial_search,Enabled,,,,,,,,,,,,,,,,,impact commercial pembroke pines near me,Exact,https://wrightsimpact.com/contact,"Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",,,,
wrights_broward_search,miramar_windows_search,Disabled,,,,,,,,,,,Target CPA,Target CPA - Impact Windows,45.00,,Disabled,,,,,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",Impact Windows,High,Website Quotes + Phone Calls,Broward|Miramar|Impact Windows|High
wrights_broward_search,miramar_windows_search,Enabled,,,,,,,,,,,,,,,,,impact windows miramar near me,Exact,https://wrightsimpact.com/contact,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",,,,
wrights_broward_search,miramar_doors_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Impact Doors,,,Disabled,,,,,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",Impact Doors,High,Website Quotes + Phone Calls,Broward|Miramar|Impact Doors|High
wrights_broward_search,miramar_doors_search,Enabled,,,,,,,,,,,,,,,,,impact doors miramar near me,Exact,https://wrightsimpact.com/contact,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",,,,
wrights_broward_search,miramar_hurricane_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Hurricane Protection,3.00,3.00,Disabled,,,,,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Miramar|Hurricane Protection|Medium
wrights_broward_search,miramar_hurricane_search,Enabled,,,,,,,,,,,,,,,,,impact hurricane miramar near me,Exact,https://wrightsimpact.com/contact,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",,,,
wrights_broward_search,miramar_energy_search,Disabled,,,,,,,,,,,Maximize Conversions,Maximize Conversions - Energy Efficiency,,,Disabled,,,,,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Miramar|Energy Efficiency|Medium
wrights_broward_search,miramar_energy_search,Enabled,,,,,,,,,,,,,,,,,impact energy miramar near me,Exact,https://wrightsimpact.com/contact,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",,,,
wrights_broward_search,miramar_commercial_search,Disabled,,,,,,,,,,,Manual CPC,Manual CPC - Commercial Solutions,3.00,3.00,Disabled,,,,,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Miramar|Commercial Solutions|Low
wrights_broward_search,miramar_commercial_search,Enabled,,,,,,,,,,,,,,,,,impact commercial miramar near me,Exact,https://wrightsimpact.com/contact,"Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",,,,
