Campaign,Asset Group,Status,Campaign Type,Sub Type,Networks,Search Partners,Display Network,Targeting,Ad Schedule,Budget,Labels,Campaign Bid Strategy Type,Asset Group Bid Strategy Type,Asset Group Bid Strategy Name,Target CPA,Max CPC,Enhanced CPC,EU Political Content,Keywords,Geographic Targeting,City Targeting,ZIP Code Targeting,Regional Targeting,Service Category,Priority Level,Conversion Actions,Ad Group Labels
wrights_broward_county_search,pembroke_pines_doors_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|High Priority,Manual CPC,Maximize Conversions,Maximize Conversions - Established Service,,,Disabled,Disabled,"impact doors pembroke pines near me","Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",Impact Doors,High,Website Quotes + Phone Calls,Broward|Pembroke Pines|Doors|Established
wrights_broward_county_search,miramar_doors_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|High Priority,Manual CPC,Maximize Conversions,Maximize Conversions - Established Service,,,Disabled,Disabled,"impact doors miramar near me","Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",Impact Doors,High,Website Quotes + Phone Calls,Broward|Miramar|Doors|Established
wrights_broward_county_search,fort_lauderdale_hurricane_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Manual CPC,Manual CPC - New Service,,3.00,Disabled,Disabled,"hurricane protection fort lauderdale near me","Fort Lauderdale, FL","Fort Lauderdale, FL","33301,33304,33305,33308,33309,33311,33312,33315,33316,33317,33321,33322,33324,33326,33328,33334,33351","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Fort Lauderdale|Hurricane|New Service
wrights_broward_county_search,pompano_beach_hurricane_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Manual CPC,Manual CPC - New Service,,3.00,Disabled,Disabled,"hurricane protection pompano beach near me","Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Pompano Beach|Hurricane|New Service
wrights_broward_county_search,hollywood_hurricane_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Manual CPC,Manual CPC - New Service,,3.00,Disabled,Disabled,"hurricane protection hollywood near me","Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Hollywood|Hurricane|New Service
wrights_broward_county_search,coral_springs_hurricane_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Manual CPC,Manual CPC - New Service,,3.00,Disabled,Disabled,"hurricane protection coral springs near me","Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Coral Springs|Hurricane|New Service
wrights_broward_county_search,pembroke_pines_hurricane_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Manual CPC,Manual CPC - New Service,,3.00,Disabled,Disabled,"hurricane protection pembroke pines near me","Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Pembroke Pines|Hurricane|New Service
wrights_broward_county_search,miramar_hurricane_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Manual CPC,Manual CPC - New Service,,3.00,Disabled,Disabled,"hurricane protection miramar near me","Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",Hurricane Protection,Medium,Website Quotes + Phone Calls,Broward|Miramar|Hurricane|New Service
wrights_broward_county_search,fort_lauderdale_energy_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Maximize Conversions,Maximize Conversions - Established Service,,,Disabled,Disabled,"energy efficiency fort lauderdale near me","Fort Lauderdale, FL","Fort Lauderdale, FL","33301,33304,33305,33308,33309,33311,33312,33315,33316,33317,33321,33322,33324,33326,33328,33334,33351","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Fort Lauderdale|Energy|Established
wrights_broward_county_search,pompano_beach_energy_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Maximize Conversions,Maximize Conversions - Established Service,,,Disabled,Disabled,"energy efficiency pompano beach near me","Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Pompano Beach|Energy|Established
wrights_broward_county_search,hollywood_energy_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Maximize Conversions,Maximize Conversions - Established Service,,,Disabled,Disabled,"energy efficiency hollywood near me","Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Hollywood|Energy|Established
wrights_broward_county_search,coral_springs_energy_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Maximize Conversions,Maximize Conversions - Established Service,,,Disabled,Disabled,"energy efficiency coral springs near me","Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Coral Springs|Energy|Established
wrights_broward_county_search,pembroke_pines_energy_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Maximize Conversions,Maximize Conversions - Established Service,,,Disabled,Disabled,"energy efficiency pembroke pines near me","Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Pembroke Pines|Energy|Established
wrights_broward_county_search,miramar_energy_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Medium Priority,Manual CPC,Maximize Conversions,Maximize Conversions - Established Service,,,Disabled,Disabled,"energy efficiency miramar near me","Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",Energy Efficiency,Medium,Website Quotes + Phone Calls,Broward|Miramar|Energy|Established
wrights_broward_county_search,fort_lauderdale_commercial_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Low Priority,Manual CPC,Manual CPC,Manual CPC - Premium Service,,3.00,Disabled,Disabled,"commercial solutions fort lauderdale near me","Fort Lauderdale, FL","Fort Lauderdale, FL","33301,33304,33305,33308,33309,33311,33312,33315,33316,33317,33321,33322,33324,33326,33328,33334,33351","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Fort Lauderdale|Commercial|Premium
wrights_broward_county_search,pompano_beach_commercial_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Low Priority,Manual CPC,Manual CPC,Manual CPC - Premium Service,,3.00,Disabled,Disabled,"commercial solutions pompano beach near me","Pompano Beach, FL","Pompano Beach, FL","33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33071,33073,33074,33076,33077","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Pompano Beach|Commercial|Premium
wrights_broward_county_search,hollywood_commercial_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Low Priority,Manual CPC,Manual CPC,Manual CPC - Premium Service,,3.00,Disabled,Disabled,"commercial solutions hollywood near me","Hollywood, FL","Hollywood, FL","33004,33009,33019,33020,33021,33022,33023,33024,33025,33026,33027,33028,33029,33081,33083,33084","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Hollywood|Commercial|Premium
wrights_broward_county_search,coral_springs_commercial_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Low Priority,Manual CPC,Manual CPC,Manual CPC - Premium Service,,3.00,Disabled,Disabled,"commercial solutions coral springs near me","Coral Springs, FL","Coral Springs, FL","33065,33067,33071,33073,33076,33077","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Coral Springs|Commercial|Premium
wrights_broward_county_search,pembroke_pines_commercial_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Low Priority,Manual CPC,Manual CPC,Manual CPC - Premium Service,,3.00,Disabled,Disabled,"commercial solutions pembroke pines near me","Pembroke Pines, FL","Pembroke Pines, FL","33023,33024,33025,33026,33027,33028,33029,33082,33084","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Pembroke Pines|Commercial|Premium
wrights_broward_county_search,miramar_commercial_search,Disabled,Search,Standard,Search,Disabled,Disabled,Geographic + Keyword,Monday-Saturday 8AM-6PM,100.00,Broward County|Low Priority,Manual CPC,Manual CPC,Manual CPC - Premium Service,,3.00,Disabled,Disabled,"commercial solutions miramar near me","Miramar, FL","Miramar, FL","33023,33025,33027,33029","Broward County, FL",Commercial Solutions,Low,Website Quotes + Phone Calls,Broward|Miramar|Commercial|Premium
